student_id,age,cgpa,attendance,backlogs,internships,projects,certifications,python_skill,sql_skill,dsa_skill,aptitude_score,placed,package_lpa
s323,22,6.57,73.81,0,0,4,1,6.6,5.9,8.4,61.9,1,9.2
s324,21,9.01,96.83,4,1,1,2,7.1,6.1,4.3,67.6,0,0.0
s325,21,7.91,91.77,2,0,2,1,6.1,7.3,4.3,64.7,1,9.2
s326,21,6.64,86.66,0,1,3,1,8.1,7.2,3.9,48.2,0,0.0
s327,23,7.83,80.19,0,0,4,1,8.1,6.4,7.1,56.3,1,7.4
s328,25,8.17,74.32,1,1,3,1,10.0,7.1,6.5,64.9,0,0.0
s329,22,7.82,79.02,0,0,2,3,5.5,5.8,5.2,48.3,1,6.3
s330,22,5.63,90.71,1,2,4,3,7.0,10.0,3.8,43.2,0,0.0
s331,23,6.47,97.08,1,0,1,1,5.9,5.6,4.7,43.2,0,0.0
s332,22,6.95,94.35,0,0,4,1,5.8,9.4,3.3,45.8,1,8.9
s333,21,7.13,78.09,1,1,5,2,10.0,8.3,6.3,34.7,1,6.8
s334,25,7.82,73.04,2,1,1,0,5.8,4.3,6.4,73.3,1,8.2
s335,24,7.38,83.13,0,1,3,1,6.4,6.0,3.7,50.4,1,7.9
s336,22,5.86,67.85,0,1,0,1,5.0,6.6,1.7,59.8,0,0.0
s337,21,7.58,84.59,0,1,2,3,7.8,7.0,7.7,69.2,1,8.5
s338,24,7.81,80.82,0,2,2,0,7.2,6.7,4.5,47.0,0,0.0
s339,25,7.76,78.27,3,0,3,1,5.5,6.5,7.4,48.7,0,0.0
s340,24,8.28,69.24,0,1,4,2,10.0,5.5,6.0,88.3,1,7.2
s341,21,8.03,86.11,1,2,3,1,6.6,6.2,5.6,78.7,0,0.0
s342,24,7.66,77.74,0,3,2,0,8.2,3.9,6.0,58.6,0,0.0
s343,23,7.13,72.64,0,2,4,4,9.4,10.0,4.4,58.4,0,0.0
s344,24,5.54,60.0,2,0,5,1,5.1,6.5,5.6,39.9,0,0.0
s345,22,7.63,81.78,1,0,0,2,5.7,7.5,4.2,63.1,1,6.6
s346,22,7.41,96.18,0,1,5,0,6.6,7.4,4.2,50.3,0,0.0
s347,23,7.47,95.29,0,1,1,1,7.4,5.6,5.5,37.5,0,0.0
s348,21,5.92,78.34,0,1,4,1,6.3,8.7,4.9,35.3,1,6.6
s349,22,6.12,77.18,0,1,2,0,7.7,7.1,4.5,49.9,0,0.0
s350,25,8.25,85.75,1,2,1,0,8.6,5.1,3.5,51.2,0,0.0
s351,22,7.16,74.01,0,0,2,2,7.3,6.1,7.6,55.3,0,0.0
s352,22,7.88,84.41,0,2,3,0,8.3,3.6,7.1,49.5,1,6.7
s353,21,7.23,88.13,0,0,2,0,5.7,4.7,6.6,48.6,1,5.8
s354,24,7.23,91.82,3,0,1,1,4.6,5.0,4.4,64.9,1,6.8
s355,22,8.14,81.2,5,1,3,2,9.4,8.1,3.3,64.3,1,8.3
s356,23,6.68,80.37,0,1,4,0,6.7,6.4,8.5,53.0,1,9.7
s357,24,7.3,74.98,2,0,2,1,4.4,7.5,5.1,65.6,0,0.0
s358,25,6.74,75.38,0,0,1,0,6.5,4.2,3.6,58.2,0,0.0
s359,21,6.77,80.19,0,3,2,0,6.9,5.6,5.6,68.1,1,7.7
s360,25,6.89,84.94,2,0,0,0,3.6,6.3,6.2,49.7,0,0.0
s361,24,7.42,89.31,3,1,4,2,5.5,9.0,5.8,53.2,0,0.0
s362,24,6.72,75.57,4,1,4,0,7.0,6.8,7.5,40.3,0,0.0
s363,24,8.46,93.94,1,1,3,0,7.1,5.4,7.6,59.5,1,8.4
s364,25,6.31,79.83,0,1,2,1,7.1,5.6,3.2,60.5,0,0.0
s365,24,7.01,81.83,2,0,3,2,7.9,6.6,4.4,68.1,1,6.9
s366,25,6.76,76.02,0,1,3,1,8.0,6.3,6.7,63.2,1,6.9
s367,24,8.65,62.61,1,0,4,1,6.7,8.8,2.3,47.0,1,8.1
s368,23,7.4,89.07,0,1,3,0,6.9,6.0,5.3,68.2,1,5.6
s369,24,8.23,87.89,1,0,3,1,7.3,5.1,3.7,44.0,1,6.7
s370,25,5.71,79.75,0,1,3,1,9.1,9.8,4.2,56.2,1,7.5
s371,22,7.47,82.54,0,0,2,1,6.2,7.0,4.8,54.1,1,6.5
s372,24,8.09,86.13,3,0,5,1,6.8,6.2,5.9,68.6,1,9.9
s373,22,7.28,69.5,0,0,2,1,4.5,5.8,4.4,43.4,0,0.0
s374,23,8.27,77.77,0,0,3,0,4.3,6.5,4.3,74.3,0,0.0
s375,21,6.68,88.35,0,2,1,1,7.9,8.5,8.1,38.4,1,7.3
s376,23,8.61,71.97,0,0,3,0,7.4,4.6,8.8,58.0,1,8.1
s377,24,9.5,84.35,0,2,3,2,8.8,9.4,4.7,60.0,1,9.8
s378,22,6.84,71.15,0,3,1,4,7.4,10.0,7.1,36.5,0,0.0
s379,22,6.75,85.73,2,1,1,4,8.3,7.4,4.1,54.4,1,6.1
s380,25,8.65,81.71,0,0,3,3,5.8,8.3,6.3,83.0,1,5.8
s381,22,8.78,69.08,4,0,3,2,7.9,6.3,6.0,92.3,1,10.3
s382,25,6.68,91.32,1,1,2,2,6.6,7.0,4.0,54.1,0,0.0
s383,21,6.78,76.12,0,0,1,1,4.6,5.8,6.2,64.8,1,5.5
s384,24,6.92,75.52,1,0,3,2,7.4,8.9,5.6,56.8,1,8.3
s385,25,5.86,83.6,0,1,1,1,6.8,7.5,3.6,53.1,0,0.0
s386,21,6.28,91.19,2,2,2,1,7.9,5.4,2.9,47.3,0,0.0
s387,22,6.2,73.87,0,1,1,2,6.3,3.7,3.1,52.2,1,5.3
s388,22,6.43,82.49,0,0,1,1,5.4,5.9,2.1,57.0,0,0.0
s389,21,7.17,85.43,3,1,1,1,9.8,6.3,4.9,50.2,1,4.2
s390,22,7.43,87.54,4,0,2,3,7.8,8.5,3.5,56.8,0,0.0
s391,21,8.75,83.41,3,0,1,0,6.6,4.6,5.1,64.9,0,0.0
s392,25,6.2,79.06,0,2,2,1,7.6,6.7,6.8,58.5,0,0.0
s393,25,8.18,75.38,2,0,2,3,7.5,10.0,7.4,51.4,0,0.0
s394,21,6.99,82.69,0,0,2,2,6.8,7.9,5.0,54.4,1,8.1
s395,25,7.15,73.42,0,0,2,1,6.0,5.9,5.0,75.0,1,6.4
s396,25,7.87,60.0,0,2,4,0,7.9,6.1,8.9,71.9,1,8.9
s397,25,6.08,85.49,1,1,1,1,6.1,5.6,5.2,63.0,1,6.5
s398,23,7.58,89.23,0,1,2,3,1.9,10.0,4.8,58.7,1,5.4
s399,24,7.37,63.1,0,1,1,1,6.5,5.6,2.8,60.4,0,0.0
s400,22,7.69,73.92,2,0,1,1,4.8,5.9,5.7,69.2,0,0.0
s401,23,7.49,86.95,0,1,3,0,9.6,5.6,6.8,73.5,1,6.7
s402,25,9.66,98.46,0,0,3,0,6.5,7.9,5.5,51.4,0,0.0
s403,21,6.56,82.17,0,0,4,4,5.2,10.0,6.0,39.2,1,8.7
s404,25,6.67,76.18,4,1,3,1,7.1,7.8,4.7,66.1,0,0.0
s405,24,6.58,80.54,0,2,5,2,7.3,9.2,5.6,49.7,0,0.0
s406,25,6.64,93.0,0,0,0,0,5.7,4.6,1.0,46.1,0,0.0
s407,21,6.56,76.83,2,0,1,2,5.9,3.1,4.3,39.8,0,0.0
s408,24,8.39,75.61,2,0,0,3,6.4,8.0,6.5,57.8,1,9.0
s409,25,8.62,78.14,0,0,1,1,4.3,6.1,4.5,50.7,1,9.4
s410,24,6.63,74.37,1,2,2,0,7.5,6.3,5.0,73.7,0,0.0
s411,22,6.37,82.98,2,1,3,1,5.2,6.0,4.0,51.0,0,0.0
s412,22,7.67,95.0,1,1,0,2,6.8,5.5,5.3,58.4,1,4.8
s413,25,6.65,84.58,0,1,4,1,8.5,7.1,5.2,58.8,0,0.0
s414,24,7.83,79.98,3,0,4,3,7.7,10.0,4.6,69.6,1,5.4
s415,21,7.4,79.67,0,1,2,2,6.7,6.7,7.3,66.9,0,0.0
s416,25,5.68,69.49,0,0,1,3,6.1,10.0,5.7,57.8,1,8.1
s417,22,8.75,89.06,0,1,1,2,8.6,7.3,4.6,59.2,0,0.0
s418,22,9.0,81.38,0,3,1,0,7.2,3.2,6.3,64.0,0,0.0
s419,25,6.59,80.56,0,1,1,1,6.4,5.7,5.4,60.2,0,0.0
s420,24,6.81,100.0,2,0,2,0,4.4,4.7,6.0,48.6,0,0.0
s421,22,7.49,84.39,0,2,1,3,5.6,4.2,2.5,57.9,1,9.5
s422,24,7.53,75.99,0,0,2,2,6.1,9.7,6.8,62.2,0,0.0
s423,22,7.86,78.59,0,0,5,2,9.2,10.0,5.5,68.0,1,8.3
s424,22,9.21,91.19,0,0,3,1,6.1,7.9,5.7,50.5,1,6.8
s425,23,7.02,82.91,4,0,4,0,6.6,7.1,9.7,62.3,1,8.5
s426,22,6.4,70.49,0,1,1,2,5.6,4.6,5.0,49.1,0,0.0
s427,21,5.82,89.35,0,1,2,1,5.9,5.8,4.0,55.0,0,0.0
s428,25,6.47,76.65,0,2,3,0,8.3,7.6,1.9,59.6,1,9.1
s429,25,7.17,96.99,0,1,1,2,4.0,5.1,7.0,72.1,1,8.3
s430,24,8.99,90.64,0,1,0,0,7.6,1.0,3.3,80.5,1,7.3
s431,22,6.68,78.42,1,0,3,1,5.5,6.8,3.8,66.5,0,0.0
s432,21,7.42,92.25,4,0,3,1,7.6,6.9,5.1,72.0,0,0.0
s433,24,7.18,82.54,0,1,2,0,4.8,5.9,7.3,59.0,1,6.9
s434,23,8.39,88.82,1,0,2,4,7.0,10.0,6.8,63.7,1,6.9
s435,24,9.73,85.88,1,2,2,0,8.4,6.7,6.0,80.1,1,8.8
s436,24,6.67,75.23,2,0,0,0,5.6,4.9,4.8,60.3,0,0.0
s437,22,6.71,76.85,0,0,2,0,4.5,7.5,4.1,50.2,0,0.0
s438,23,8.24,90.24,0,0,1,2,5.9,4.4,5.5,66.5,1,8.6
s439,24,7.88,79.32,0,0,1,1,3.7,6.7,5.3,59.9,1,4.7
s440,21,9.05,78.77,1,0,5,1,7.1,9.2,8.3,58.8,1,8.3
s441,21,7.78,74.36,2,1,3,0,8.7,4.4,7.2,72.6,1,9.1
s442,25,6.84,85.39,0,0,3,0,7.7,4.0,6.1,54.6,0,0.0
s443,23,7.79,98.5,0,1,2,1,6.7,5.4,4.9,80.2,1,9.7
s444,23,8.31,73.46,3,0,2,2,4.5,6.3,6.7,46.6,0,0.0
s445,25,8.02,82.19,2,0,1,3,6.5,8.6,5.1,55.6,1,9.5
s446,24,7.71,93.3,5,0,1,0,5.5,4.2,3.5,59.6,1,6.7
s447,23,8.27,81.36,2,2,1,1,3.4,4.6,4.7,74.0,1,8.7
s448,21,8.37,85.62,0,0,3,3,7.7,7.8,6.1,67.2,0,0.0
s449,21,8.58,73.5,1,1,3,1,7.2,8.8,7.4,67.6,1,8.5
s450,22,7.85,85.43,1,0,2,2,7.8,7.3,5.2,48.8,1,8.2
s451,23,7.03,80.5,0,1,2,0,5.1,5.4,3.3,43.6,0,0.0
s452,24,7.35,89.89,0,0,4,3,2.2,9.1,5.9,60.3,0,0.0
s453,25,8.41,91.5,1,1,1,2,6.6,8.6,5.5,49.8,1,7.1
s454,25,6.38,100.0,0,1,2,3,7.1,7.0,5.1,46.0,1,8.4
s455,24,7.57,86.64,2,2,2,2,4.9,9.3,6.7,63.4,1,4.4
s456,22,6.81,84.61,1,0,3,1,5.0,7.4,6.9,44.0,1,4.1
s457,25,7.23,83.56,4,0,5,3,10.0,9.7,5.2,72.4,1,9.3
s458,23,8.48,79.17,0,0,1,1,5.0,9.7,4.5,76.1,1,7.2
s459,22,7.39,84.71,0,2,4,1,9.5,6.1,4.3,41.6,0,0.0
s460,23,7.25,79.64,1,1,4,2,6.7,8.0,6.8,47.2,1,7.6
s461,21,5.84,83.35,0,1,1,2,3.1,4.9,6.5,30.0,0,0.0
s462,22,7.95,92.54,1,0,2,3,5.7,9.5,5.0,52.9,1,5.6
s463,25,7.85,73.95,2,0,2,0,5.6,8.2,5.1,67.8,0,0.0
s464,22,9.36,91.12,0,0,5,2,6.9,10.0,9.1,65.0,1,10.7
s465,22,6.89,92.54,0,3,1,2,7.4,8.5,5.5,58.9,0,0.0
s466,22,7.42,81.06,0,1,3,0,7.6,6.0,6.2,42.3,1,10.1
s467,22,7.45,65.03,0,2,2,1,7.2,6.0,3.5,65.7,1,7.7
s468,23,8.78,77.14,3,0,3,1,4.6,4.6,7.1,60.1,1,7.6
s469,21,7.1,92.38,2,1,2,1,7.4,9.6,3.7,55.7,0,0.0
s470,24,7.48,81.82,1,1,3,4,4.3,10.0,3.9,57.0,0,0.0
s471,22,7.81,74.01,1,0,4,2,3.9,7.8,5.5,47.1,1,6.5
s472,25,7.39,77.96,0,2,4,2,9.5,10.0,5.0,45.8,1,9.9
s473,22,6.75,88.72,3,2,4,4,9.2,8.6,5.3,63.2,1,7.3
s474,25,7.39,86.37,1,2,1,1,6.8,6.5,2.8,61.3,1,8.1
s475,23,8.27,80.09,1,1,3,2,5.1,7.6,7.3,73.1,1,8.0
s476,25,6.17,79.07,2,0,1,1,4.4,6.9,6.2,53.3,0,0.0
s477,24,7.33,78.87,0,0,2,3,5.6,8.0,2.3,58.4,1,6.6
s478,21,6.5,74.62,2,3,2,0,5.7,3.5,6.4,34.7,0,0.0
s479,25,8.4,94.92,0,0,2,3,4.9,8.2,4.4,60.7,0,0.0
s480,25,5.68,79.42,0,1,2,0,7.7,7.3,5.9,46.8,0,0.0
s481,21,6.64,91.74,0,1,5,1,10.0,8.3,5.8,72.4,0,0.0
s482,24,7.58,94.17,4,1,1,2,5.6,7.9,5.1,65.3,0,0.0
s483,22,8.77,89.99,2,3,3,1,9.7,5.5,5.8,81.0,1,8.8
s484,25,7.13,78.55,1,0,2,2,3.1,7.3,7.0,61.8,0,0.0
s485,21,6.64,85.23,1,0,1,1,6.5,5.0,2.8,45.7,0,0.0
s486,23,9.08,81.81,1,0,1,2,4.3,7.8,6.5,68.7,1,7.6
s487,21,5.75,74.77,4,0,4,0,7.5,6.9,6.9,49.9,1,7.9
s488,23,5.0,84.59,0,0,4,0,6.6,7.9,6.0,33.6,0,0.0
s489,24,7.64,72.57,0,0,4,1,9.0,9.3,9.4,55.0,1,7.7
s490,22,6.7,91.5,0,2,5,1,7.6,9.3,5.1,51.1,0,0.0
s491,21,6.18,78.28,2,2,1,0,7.8,5.5,5.9,66.1,1,7.2
s492,25,7.91,83.61,1,0,2,1,5.6,5.0,5.3,39.7,1,7.0
s493,24,7.44,84.27,0,0,3,1,6.3,7.1,7.4,69.7,1,9.4
s494,21,6.64,79.93,0,2,2,0,7.1,4.9,4.9,43.5,1,8.3
s495,25,5.92,86.69,2,0,2,1,4.7,6.0,4.1,34.8,0,0.0
s496,21,8.07,78.2,0,0,2,3,6.0,7.5,7.5,73.2,1,7.2
s497,23,7.85,88.97,1,0,3,0,6.4,4.8,5.0,67.4,1,8.0
s498,21,7.1,71.23,4,1,3,1,7.6,4.2,3.3,68.1,1,8.6
s499,21,9.05,83.01,0,0,1,2,5.6,5.7,4.8,75.3,1,8.6
s500,21,6.13,97.51,0,3,2,1,9.3,6.8,5.7,70.4,1,7.7
s501,24,5.67,74.0,1,0,3,2,7.9,5.9,7.0,52.6,0,0.0
s502,21,6.51,76.58,2,1,3,1,5.6,7.1,5.4,50.5,0,0.0
s503,25,7.15,86.11,0,0,1,1,6.8,8.8,6.8,59.3,0,0.0
s504,23,7.44,83.44,4,1,3,0,5.4,7.8,3.5,70.1,1,7.7
s505,23,6.96,84.81,0,1,0,2,6.6,8.6,3.8,47.0,1,4.4
s506,21,7.55,85.91,0,1,2,2,7.6,7.9,4.9,51.8,1,7.2
s507,24,5.95,87.08,1,1,3,0,4.3,8.1,4.8,45.6,0,0.0
s508,24,8.64,90.88,2,1,3,1,7.3,6.0,6.2,43.8,0,0.0
s509,25,7.12,85.28,0,2,2,4,6.7,7.9,6.2,57.1,1,9.1
s510,21,8.32,80.07,2,2,3,1,6.8,3.0,5.3,44.1,1,6.9
s511,23,7.54,87.38,1,1,3,1,9.2,8.9,5.8,58.8,1,9.8
s512,24,7.66,97.2,0,0,3,3,5.5,10.0,5.6,67.6,1,6.5
s513,21,7.77,80.94,0,0,3,2,5.3,7.1,4.3,54.9,0,0.0
s514,24,7.65,74.2,2,0,3,1,6.6,6.7,5.5,75.7,0,0.0
s515,24,7.84,90.86,0,1,2,2,7.7,6.2,5.2,45.4,1,6.9
s516,23,8.53,81.04,0,0,1,3,5.3,8.1,5.2,76.1,1,6.6
s517,22,7.4,64.62,0,0,2,1,7.7,8.2,5.3,64.2,1,6.7
s518,25,7.91,88.78,3,2,2,1,8.2,3.9,5.6,43.3,1,7.8
s519,25,7.11,77.72,1,2,3,1,4.6,7.7,4.8,82.8,1,7.4
s520,23,8.64,81.28,2,2,2,4,6.6,8.5,7.7,64.2,1,8.4
s521,24,6.52,84.66,0,0,2,2,5.2,7.5,3.2,43.3,0,0.0
s522,21,9.0,83.52,1,1,0,0,6.4,5.2,4.2,52.9,1,7.4
s523,24,7.16,87.68,1,0,2,3,2.1,7.8,9.3,53.8,1,6.0
s524,23,5.77,78.52,2,0,2,1,9.8,6.3,3.1,46.3,0,0.0
s525,25,7.33,86.1,3,0,3,0,7.3,6.0,3.5,58.0,1,5.2
s526,24,6.52,79.92,0,0,0,1,5.2,6.8,5.4,49.1,1,3.0
s527,25,8.04,87.91,1,0,3,1,8.3,7.7,2.7,67.6,1,8.3
s528,21,6.55,86.92,0,2,4,3,10.0,9.6,5.2,48.4,1,8.5
s529,25,6.75,74.52,0,0,1,0,6.8,3.2,7.9,34.2,0,0.0
s530,25,5.31,90.69,0,1,2,2,8.1,6.7,2.1,43.4,0,0.0
s531,22,6.75,77.71,0,1,1,1,6.4,7.2,1.7,30.0,0,0.0
s532,22,4.78,88.46,0,0,3,0,6.3,6.4,2.3,45.2,0,0.0
s533,22,5.62,84.94,1,1,3,4,6.5,10.0,6.2,36.9,1,3.0
s534,25,7.96,96.71,0,0,2,1,4.8,9.1,7.2,62.4,1,6.4
s535,23,7.99,80.21,1,1,2,1,5.7,8.1,4.7,74.1,1,10.0
s536,25,7.63,79.21,0,0,4,1,5.0,7.8,7.0,49.3,0,0.0
s537,23,6.23,81.84,0,0,1,3,5.4,6.7,6.6,61.0,0,0.0
s538,23,7.15,79.57,2,0,0,1,2.5,1.5,7.2,51.6,0,0.0
s539,22,7.2,88.4,0,1,4,0,8.0,6.6,5.4,73.7,1,6.2
s540,24,6.04,69.07,0,2,3,0,7.8,5.8,1.6,45.6,1,3.8
s541,21,8.7,73.57,1,0,4,1,7.2,8.3,5.1,56.8,1,9.5
s542,22,8.08,73.46,0,1,3,2,6.4,7.7,5.2,68.4,1,5.0
s543,22,6.98,89.6,0,1,4,1,10.0,7.2,5.3,50.5,1,8.0
s544,24,7.23,95.68,0,2,2,0,9.4,3.0,4.9,48.0,1,8.4
s545,21,7.41,81.16,4,2,3,0,6.0,4.9,7.2,52.7,1,5.2
s546,25,5.16,80.65,1,1,4,1,8.0,8.4,6.9,43.5,0,0.0
s547,25,6.95,82.56,1,1,3,3,6.3,10.0,5.1,68.1,1,9.3
s548,22,6.52,91.3,1,2,1,1,5.4,5.8,6.3,32.8,0,0.0
s549,21,6.2,74.58,0,0,2,4,4.0,9.4,5.3,50.4,1,4.8
s550,22,6.92,83.91,0,0,1,1,6.1,7.3,4.9,60.8,0,0.0
s551,23,9.0,89.8,2,0,1,0,4.5,3.9,7.0,68.9,0,0.0
s552,22,7.84,86.01,0,2,2,3,8.9,8.7,5.5,73.1,1,8.8
s553,22,6.63,83.52,0,2,3,1,9.4,6.0,8.3,52.0,0,0.0
s554,25,7.77,90.01,0,0,3,2,8.6,9.2,3.6,57.8,1,6.7
s555,25,8.6,60.37,0,1,2,4,5.4,9.1,5.0,70.5,1,8.3
s556,25,8.12,87.42,5,1,3,0,7.9,6.7,5.7,62.7,1,7.6
s557,23,7.26,76.77,0,0,1,0,6.4,3.9,5.6,52.7,1,7.3
s558,25,6.55,67.35,0,3,1,2,6.9,7.8,6.5,57.5,1,5.0
s559,21,7.9,86.09,0,0,1,1,4.3,9.0,5.1,53.9,0,0.0
s560,24,7.59,92.99,4,0,2,0,8.4,4.2,3.2,52.4,0,0.0
s561,21,8.1,80.9,0,1,1,0,6.5,4.6,6.5,56.3,1,6.2
s562,21,7.84,89.62,0,1,2,0,7.7,6.0,6.6,73.6,1,6.8
s563,25,8.25,94.9,1,0,2,2,4.8,8.5,2.7,30.3,1,3.4
s564,24,6.66,92.52,1,1,4,0,5.9,6.1,5.6,56.9,1,7.0
s565,24,8.52,95.12,0,1,0,1,4.8,1.1,2.7,64.5,1,6.0
s566,24,7.4,87.94,0,0,3,2,6.3,9.9,4.6,40.6,0,0.0
s567,23,9.28,82.6,0,0,3,1,4.9,8.2,5.0,71.8,1,8.0
s568,25,6.51,69.18,0,1,3,0,7.2,3.7,6.4,56.8,1,6.4
s569,24,8.94,80.03,0,0,4,2,4.5,7.6,6.7,72.5,1,9.8
s570,23,7.4,75.25,0,2,0,0,4.7,6.9,2.7,30.9,1,3.8
s571,22,6.55,99.37,0,2,1,2,7.9,8.9,5.9,66.0,1,8.1
s572,22,6.72,80.59,0,3,4,3,10.0,10.0,3.4,45.9,1,5.8
s573,23,6.88,82.99,1,0,2,1,5.4,6.2,5.5,61.1,0,0.0
s574,23,7.62,86.41,4,3,3,1,7.1,7.2,4.4,66.1,1,6.5
s575,25,7.72,82.35,1,0,3,1,5.0,6.9,5.1,50.6,0,0.0
s576,25,6.63,95.56,0,0,3,1,5.9,8.8,6.0,59.4,0,0.0
s577,22,7.18,77.02,0,0,4,3,8.0,8.0,6.6,52.2,1,7.3
s578,24,9.34,83.56,4,0,5,3,8.9,8.7,8.9,48.3,1,7.3
s579,22,8.93,76.06,0,1,3,1,6.5,8.6,6.0,78.3,1,8.2
s580,24,7.64,71.44,0,1,2,2,5.0,7.2,5.8,51.1,0,0.0
s581,24,7.24,77.11,1,0,4,3,7.4,10.0,5.1,47.9,1,7.8
s582,25,7.32,81.7,1,1,0,4,4.5,6.7,4.9,52.9,1,4.5
s583,21,7.81,78.57,1,0,1,1,4.7,5.8,5.8,62.6,0,0.0
s584,21,6.18,76.46,0,1,4,1,9.7,6.3,5.2,49.5,0,0.0
s585,23,6.94,70.75,0,0,2,1,7.2,6.5,2.4,60.1,0,0.0
s586,25,5.53,81.34,4,2,1,4,7.1,6.1,4.7,32.8,0,0.0
s587,24,7.6,69.96,0,2,1,0,5.0,4.4,5.6,51.2,0,0.0
s588,21,7.85,88.08,1,1,4,1,8.0,5.5,5.0,58.9,1,5.8
s589,24,6.72,82.66,1,0,2,1,7.6,7.5,3.1,72.3,1,6.8
s590,21,8.77,70.34,1,0,3,1,5.9,8.2,8.3,64.5,1,7.2
s591,21,5.97,79.53,0,2,1,1,8.9,3.3,5.1,59.7,0,0.0
s592,21,5.74,75.98,0,0,3,4,8.4,10.0,4.6,47.8,0,0.0
s593,25,7.42,84.55,1,0,3,0,9.0,10.0,3.9,52.7,1,11.4
s594,22,8.25,92.72,2,0,2,1,6.5,6.6,4.4,60.0,0,0.0
s595,24,8.88,67.0,4,1,2,0,7.6,4.7,7.8,64.6,0,0.0
s596,25,6.74,82.92,0,1,1,0,8.3,9.3,4.9,59.5,1,9.1
s597,25,8.28,80.72,0,2,5,1,9.6,6.3,5.7,76.4,1,10.3
s598,25,7.16,87.37,4,0,3,1,5.7,7.1,6.2,59.6,1,5.6
s599,25,7.03,83.71,1,0,4,1,6.3,8.0,4.5,67.1,0,0.0
s600,25,8.08,75.98,3,2,2,1,7.8,8.5,7.8,51.8,1,9.2
s601,23,7.85,79.45,0,2,3,0,6.0,6.8,7.8,56.0,1,7.6
s602,24,5.62,75.63,1,0,3,1,6.3,6.4,4.1,39.5,1,3.0
s603,25,8.68,90.61,1,1,3,4,8.8,8.1,5.1,68.2,1,11.2
s604,24,8.58,82.17,1,0,5,3,4.2,9.4,2.7,60.9,1,6.9
s605,23,6.57,97.21,0,2,2,1,9.7,5.0,2.7,59.7,0,0.0
s606,23,7.6,81.51,0,0,1,1,7.2,6.0,3.0,49.3,1,7.9
s607,24,7.69,76.33,1,2,3,3,7.2,7.9,5.9,59.6,0,0.0
s608,21,7.46,69.89,0,1,3,0,8.0,4.1,5.1,64.6,1,8.8
s609,22,6.65,67.57,0,1,3,2,7.2,9.8,3.2,32.2,0,0.0
s610,21,6.53,69.33,4,0,1,3,7.3,6.8,4.2,73.4,1,3.4
s611,21,7.17,84.14,0,1,2,0,8.2,3.8,5.9,53.2,1,6.1
s612,21,8.37,86.07,2,0,2,0,3.9,5.4,6.4,43.0,1,6.9
s613,25,7.74,69.35,0,0,2,4,6.9,9.0,2.5,61.0,0,0.0
s614,23,6.83,89.16,1,1,3,1,6.9,4.5,5.1,54.3,0,0.0
s615,21,7.97,78.14,4,3,3,0,8.7,6.8,3.7,60.0,0,0.0
s616,23,4.35,83.17,0,1,1,1,5.1,4.3,5.1,49.0,0,0.0
s617,24,8.35,94.9,0,1,2,1,9.3,9.1,6.8,70.6,1,7.2
s618,22,5.46,89.17,0,0,2,2,7.6,8.1,3.1,48.7,0,0.0
s619,24,6.84,79.85,0,0,1,2,4.4,6.1,3.6,58.5,0,0.0
s620,24,6.08,74.87,1,0,3,4,4.5,8.4,4.3,48.4,1,3.0
s621,25,5.91,64.79,3,1,4,1,7.1,7.5,1.9,66.2,1,7.3
s622,22,8.36,76.25,0,2,2,1,8.1,7.4,6.1,48.4,1,8.6
s623,24,6.73,80.31,0,1,3,1,7.6,7.1,4.9,54.8,0,0.0
s624,24,7.55,74.1,0,0,4,1,8.9,7.4,7.4,59.0,1,9.1
s625,22,7.15,80.95,1,0,4,0,8.2,7.0,4.1,64.0,0,0.0
s626,22,7.68,82.61,0,1,1,4,7.7,7.4,4.1,50.6,0,0.0
s627,24,7.28,80.2,1,0,5,3,8.0,9.4,3.9,39.2,0,0.0
s628,22,5.92,76.8,1,2,2,1,5.3,3.4,3.2,50.1,1,6.3
s629,24,8.2,83.35,1,2,2,2,7.1,8.8,3.8,65.0,1,11.0
s630,24,6.71,85.54,0,1,1,0,7.8,5.5,6.2,68.2,1,5.2
s631,25,5.64,73.28,1,0,2,1,5.9,5.3,3.5,34.1,0,0.0
s632,21,6.77,93.29,0,0,1,2,6.3,9.5,4.9,65.2,1,5.3
s633,24,8.7,81.21,0,0,1,1,5.0,6.0,4.9,88.9,1,7.4
s634,23,8.05,82.15,3,0,2,4,4.5,7.3,3.6,57.5,1,4.8
s635,21,6.85,87.67,1,0,4,2,6.8,9.8,5.4,41.2,0,0.0
s636,21,6.85,83.87,0,1,4,1,8.2,8.3,6.5,50.0,1,8.8
s637,21,6.88,89.63,0,1,2,2,5.7,7.9,3.2,54.4,0,0.0
s638,25,9.28,84.3,0,0,4,0,6.6,6.3,7.8,74.3,1,5.9
s639,24,7.58,77.1,0,0,4,1,5.6,8.4,4.7,52.6,1,8.5
s640,25,7.63,84.89,0,0,3,1,8.2,6.7,4.9,74.3,1,8.8
s641,24,8.23,72.85,0,0,1,1,5.1,6.7,6.1,51.2,0,0.0
s642,25,7.44,82.87,0,2,3,2,10.0,5.0,4.6,40.2,1,8.1
s643,25,6.94,81.73,1,0,4,1,9.3,7.0,5.7,65.7,1,7.8
s644,23,7.0,80.34,1,0,3,2,6.4,10.0,4.9,32.3,1,7.9
s645,25,7.13,80.97,1,0,2,1,4.5,5.3,5.3,53.7,0,0.0
s646,22,7.16,66.95,0,2,2,1,4.3,5.6,1.6,87.1,0,0.0
